id,comment,label,comment_normalize
train_003923,Sản phẩm cấp nước rất tốt .  Rất đáng tiền,0,sản_phẩm_cấp_nước tiền
train_003924,bao bì bị rách,1,bao_bì rách
train_003925,Check code son 3ce k ra sản phẩm! ,1,chec code son 3ce sản_phẩm
train_003926,Sản phẩm dùng bị kích ứng da. Sẽ không sử dụng lại sản phẩm.,1,sản_phẩm kích_ứng da sản_phẩm
train_003927,"""Vâng, Apple đã giải quyết xong nguy cơ dùng sạc đểu vừa sạc vừa nghe nhạc bị điện giật. Và tôi xin phép không dùng iphone 7 vì mấy cái tai nghe của tôi ko cắm đc vào cổng lightning :D.""",1,apple giải_quyết xong nguy_cơ sạc đểu sạc nhạc điện giật phép iphone 7 mấy tai_nghe cắm cổng lightning d
train_003928,Thấy mọi người nhận xét tốt mình mua dùng thử nhưng phải nói là ngay từ miếng đầu tiên đã làm hỏng rồi. Có lẽ là do dùng sai cách mụn không lấy ra được bao nhiêu trước sau như một chỉ có cảm giác thông thoáng lỗ chân lông hơn. Lần sau mình sẽ dùng thử sản phẩm khác.,1,nhận_xét mua thử miếng hỏng có_lẽ sai mụn cảm_giác thông_thoáng lỗ chân_lông thử sản_phẩm
train_003929, Chất lượng sản phẩm tuyệt vời giày đẹp hơn ảnh,0,chất_lượng sản_phẩm tuyệt_vời giày đẹp ảnh
train_003930, Chất lượng sản phẩm kém mình mua 2 đôi mà như zậy đây,1,chất_lượng sản_phẩm kém mua 2 đôi zậy
train_003931,Đóng gói cẩn thận nhưng nhân hơi ỉu..,0,đóng_gói cẩn_thận nhân hơi ỉu
train_003932,Tốt! ,0,
train_003933," Chất lượng sản phẩm tuyệt vời nhưng màu sắc giống bé gái wa ak
",0,chất_lượng sản_phẩm tuyệt_vời màu_sắc bé gái ak
train_003934," Đóng gói sản phẩm rất đẹp và chắc chắn
hàng ik ảnh.vải áo thì tốt mà quần thì cứng ạ",0,đóng_gói sản_phẩm đẹp hàng i ảnh vải áo quần cứng
train_003935,"""mình mua S7 Edge rồi. 4 inches quá bé :((""",1,mua s7 edge 4 inches bé nagative
train_003936, Chất lượng sản phẩm rất kémChất lượng vô cùng kém.Mua 3 chuột y nhau mà 2 giá giá chênh lệch nhau 1k.  Dùng chưa được 1 ngày liệt sĩ cả 3. Chạy 1 lúc tịt luôn. Hjx Chất lượng sản phẩm rất kém,1,chất_lượng sản_phẩm kémchất vô_cùng kém mua 3 chuột y 2 giá giá chênh_lệch 1k 1 liệt_sĩ 3 chạy 1 tịt h x chất_lượng sản_phẩm kém
train_003937, Chất lượng sản phẩm rất kém. Một trong 3 sản phẩm k có nhãn mắc  k ghi size về kích thước thì nhỏ hơn hẳn hai sản phẩm còn lại. Chất lượng sản phẩm rất kém dùng từ xuất xịn không khác nào lừa khách. Size cũng k chuẩn size 6t 18/19kg thì chỉ mặc dc cho bé 4t 14kg. ,1,chất_lượng sản_phẩm kém 3 sản_phẩm nhãn mắc ghi cỡ kích_thước hẳn hai sản_phẩm chất_lượng sản_phẩm kém xuất xịn lừa cỡ chuẩn cỡ 6t 18 19 mặc bé 4t 14kg
train_003938,ở như sp k hề ghi giao màu ngẫu nhiên.vậy mà tiki giao cho mình một khung màn màu xanh và góc màn la màu đen. chẳng thẩm mỹ chút nào.nếu biết giao màu như vậy thì mình đã k đặt. hazzz!. thế này pai xem xet lai co nen mua hàng onl nua k đây?  tin tuong tiki la vay mà...,1,sản_phẩm hề ghi giao màu ngẫu_nhiên tiki giao khung màn màu xanh góc màn la màu đen chẳng thẩm_mỹ chút giao màu hazzz pai xet lai co nen mua hàng onl nua tuong tiki la vay
train_003939,Srm rửa mềm da.,0,srm rửa mềm da
train_003940,mình đã mua và sử dụng 1 lần rồi rất là ok.bây jo mua thêm sử dụng.,0,mua 1 ok bây o mua
train_003941, Đóng gói sản phẩm rất đẹp và chắc chắn. Nhân viên giao hàng nhiệt tình.,0,đóng_gói sản_phẩm đẹp nhân_viên giao hàng nhiệt_tình
train_003942, Đóng gói sản phẩm quá tệ  Chất lượng sản phẩm Không như shop nói ,0,đóng_gói sản_phẩm tệ chất_lượng sản_phẩm cửa_hàng
train_003943,Hàng chuẩn đóng gói cẩn thận sẽ ủng hộ lâu dài. ,0,hàng chuẩn đóng_gói cẩn_thận ủng_hộ lâu_dài
train_003944,Giày đẹp lm luôn  ,0,giày đẹp lm
train_003945, Chất lượng sản phẩm tuyệt vời. Giao hành nhanh tư vấn nhiệt tình ,0,chất_lượng sản_phẩm tuyệt_vời giao hành tư_vấn nhiệt_tình
train_003946,nhận hàng nhanh nhưng không được như quảng cáo nhanh hết pin không được như mong đợi chỉ được một ngày với điện thoại như vậy là quá kém đề nghị không lên quảng cáo hiêu vượn nữa nếu sendo muốn tồn tại.,1,hàng ng cáo pin mong_đợi điện_thoại kém đề_nghị ng cáo hiêu vượn sendo tồn_tại
train_003947,Shop nay lam an giao hang thieu co may chuc k ma cung giao thieu tn kg tra loi dt noi ban kg tiep ban shop lam an kg co tam gi ca..,1,cửa_hàng lam an giao hang_thieu co may chuc ma cung giao thieu tn tra loi điện_thoại noi ban tiep ban cửa_hàng lam an co tam gi ca
train_003948,Túi dầy dặn tay kéo đường may chắc chắn  bánh xe muợt. sp rất tốt. ,0,túi dầy_dặn kéo đường may bánh_xe muợt sản_phẩm
train_003949,tai nghe 1 tai nghe nhỏ  tai nghe to. thật không thể chấp nhận,1,tai_nghe 1 tai_nghe tai_nghe to chấp_nhận
train_003950,Nhìn cũng được,0,
train_003951,Sản phẩm có mùi trà xanh nhẹ và dễ chịu ạ ,0,sản_phẩm mùi trà xanh nhẹ dễ_chịu
train_003952,size nhỏ xíu XXL mà như size S 1 lần và mãi mãi...,1,cỡ nhỏ_xíu xxl cỡ s 1 mãi_mãi
train_003953,Chất lượng rất tốt. Giá rẻ. Tôi rất hài lòng.,0,chất_lượng giá rẻ hài_lòng
train_003954,UwU rất cute nhưng hơi hôi khi ngửi D:,0,uwu dễ_thương hơi hôi ngửi d
train_003955,Rất ngon se con ung ho shop tiếp theo,0,ngon se ung ho cửa_hàng
train_003956,😋😋😋,0,positive positive positive
train_003957, Chất lượng sản phẩm tuyệt vời. Cảm ơn shop nhé. Sách rất đẹp. Mới nguyên.,0,chất_lượng sản_phẩm tuyệt_vời cửa_hàng sách đẹp nguyên
train_003958,Son kp hàng chính hãng  xài chán ,1,son hàng hãng xài chán
train_003959,Mùi tam ổn dc cái Đóng gói sản phẩm rất đẹp và chắc chắn,0,mùi tam ổn đóng_gói sản_phẩm đẹp
train_003960,"Thứ nhất : dây có mùi nhựa rất kinh khủngThứ hai : Bộ đếm số nhảy sai, nhảy vài ba cái cũng nhảy lên tận 900 lận
Thứ ba : dây nhảy rất hay bị xoắn",1,dây mùi nhựa kinh khủngthứ hai đếm nhảy sai nhảy nhảy tận 900 lận dây nhảy xoắn
train_003961,Sản phẩm cũng được. Nhưng shop giao thiếu hàng cho mình. Giờ mình vẫn chưa nhận được tiền shop trả mình. Hơi buồn.,1,sản_phẩm cửa_hàng giao hàng tiền cửa_hàng hơi buồn
train_003962,yêu cầu đổi sản phẩm bàn phím không dùng được chế độ dung của máy cũng hỏng và máy thiếu tai nghe.đã được tư vấn chăm sóc của đại lý hẹn đổi máy khác trong ngày.rất tốt,1,đổi sản_phẩm bàn_phím chế_độ dung máy hỏng máy tai_nghe tư_vấn chăm_sóc đại_lý hẹn đổi máy
train_003963, Chất lượng sản phẩm tuyệt vời khi nhận hàng kh tin nổi vào mắt mik đi cực êm chân.  Đóng gói sản phẩm rất đẹp và chắc chắn.Rất đáng tiền mọi người nên mua sản phẩm của shop nhé,0,chất_lượng sản_phẩm tuyệt_vời hàng nổi mắt mi đi cực êm chân đóng_gói sản_phẩm đẹp tiền mua sản_phẩm cửa_hàng
train_003964, Thời gian giao hàng rất nhanh đóng góp tạm được thôi nhưng chất lượng lại OK. Góp ý nhỏ shop nên để ý đóng gói để form giày đẹp hơn. Cảm ơn nhiều. Shop phục vụ rất tốt,0,giao hàng đóng_góp tạm chất_lượng ok góp_ý cửa_hàng để_ý đóng_gói form giày đẹp cửa_hàng_phục_vụ
train_003965,Loa nge to rè lắm ad,1,loa nge to rè lắm ad
train_003966,Trong tầm giá k đòi hỏi gì hơn,0,tầm giá đòi_hỏi
train_003967,"Sản phẩm quá kém!
",1,sản_phẩm kém
train_003968, Chất lượng sản phẩm rất kém dat mua 2 doi 36 giao 35 noi shop ns shop khong chiu nhan Chuo hinh don hang dat goi shop shop kg tra loi.,1,chất_lượng sản_phẩm kém dat mua 2 doi 36 giao 35 noi cửa_hàng ns cửa_hàng ch yêu nhan chuo hinh don hang dat goi cửa_hàng cửa_hàng tra loi
train_003969,Quá rộng,1,rộng
train_003970,Sản phẩm giúp da mịn khỏe hơn. Đẩy mụn tốt nhưng với mụn đỏ thì td khá chậm. Shop lưu ý Sản phẩm dính vào nắp phụ khá nhiều,0,sản_phẩm giúp da mịn khoẻ đẩy mụn mụn đỏ td chậm cửa_hàng lưu_ý sản_phẩm dính nắp phụ
train_003971, Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh. Mùi hương ngọt ngào.,0,đóng_gói sản_phẩm đẹp giao hàng mùi hương ngọt_ngào
train_003972,Rất ok  ủng hộ shop đê ,0,o ủng_hộ cửa_hàng đê
train_003973,Em..đặt size đen 36 lại ra màu xám ....haizz,1,cỡ đen 36 màu xám haizz
train_003974,Thơm và mềm moi lắm ,0,thơm mềm moi lắm
train_003975,E đã nhận đc hàng ạ. Shop giao hàng nhanh gói cẩn thận nữa ạ,0,e hàng cửa_hàng giao hàng gói cẩn_thận
train_003976,Xây lần dau tiên đứng máy không xây duoc thất vọng.,1,xây dau tiên đứng máy xây duoc thất_vọng
train_003977,Mình dùng gần hết chai rồi mà mụn ko xẹp huhu,1,chai mụn xẹp nagative
train_003978,"Giao hàng nhanh
Bột thơm ngon
Đóng gói đẹp chắc chắn
Nếu mình uống giảm cân tốt mình sẽ ủng hộ shop nữa",0,giao hàng bột thơm ngon đóng_gói đẹp uống cân ủng_hộ cửa_hàng
train_003979,Shop phục vụ rất tốt và Thời gian giao hàng rất nhanh!,0,cửa_hàng_phục_vụ giao hàng
train_003980,Hàng kém chất lượng shop giao hàng không đúng mình đặt màu xanh shop giao màu xám bị luôn 2 đơn hàng quá thất vọng Lần sau không dám mua hàng trên Shopee nữa sợ quá,1,hàng kém chất_lượng cửa_hàng giao hàng màu xanh cửa_hàng giao màu xám 2 đơn hàng thất_vọng dám mua hàng cửa_hàng ee sợ
train_003981,Trên 150k đc giảm phí mà k thấy giảm :(,0,150 phí nagative
train_003982,hàng giao nhanh bọc gói rất cẩn thận,0,hàng giao bọc gói cẩn_thận
train_003983, Chất lượng sản phẩm kém móp méo ,1,chất_lượng sản_phẩm kém móp méo
train_003984," Chất lượng sản phẩm tuyệt vời
Ngon và hơi cay... M7i vị tuyệt ",0,chất_lượng sản_phẩm tuyệt_vời ngon hơi cay m7i vị tuyệt
train_003985," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh
Sản phẩm e chụp qua thui nkg thật ra rất là đẹp",0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ tiền giao hàng sản_phẩm e chụp thui n đẹp
train_003986,Hàng đẹp chất lượng giá cả hợp lý.  Shop phục vụ rất tốt. Có điều shop hơi xa mua nhiều ko đc freeship. ,0,hàng đẹp chất_lượng giá_cả hợp_lý cửa_hàng_phục_vụ cửa_hàng hơi mua freeship
train_003987, Đóng gói sản phẩm kém.giày sử vãi rất mau dãn và mỏng ,1,đóng_gói sản_phẩm kém giày sử vãi mau dãn mỏng
train_003988,Sách bị rách bìa tùm lum một cuốn sách như vậy mất cảm tình quá. Vậy cũng giao cho khách đc,1,sách rách bìa tùm_lum sách cảm_tình giao
train_003989,Sạc pin báo vào nhưng pin không lên. Sạc cả đêm mà không được tý pin nào. ,1,sạc pin báo pin sạc đêm tý pin
train_003990,máy ổn nhưng đặt mau trắng khi nhận lại là màu đen,0,máy ổn mau trắng màu đen
train_003991, Thời gian giao hàng rất nhanh  Đóng gói sản phẩm rất đẹp và chắc chắn.,0,giao hàng đóng_gói sản_phẩm đẹp
train_003992,SP giống trong ảnh chất liệu hơi mỏng nhưng so với giá tiền chất lương vậy là xứng đáng rồi. ,0,sản_phẩm ảnh chất_liệu hơi mỏng giá tiền chất lương xứng_đáng
train_003993, Chất lượng sản phẩm tuyệt vời🌸.Hàng giống hình.Sẽ ủng hộ shop😗😗,0,chất_lượng sản_phẩm tuyệt_vời positive hàng hình ủng_hộ cửa_hàng positive positive
train_003994,Giầy gì đâu mà mang đâu chân book size giầy toms 37 thì đưa 35 giờ kg biết làm sao luôn,1,giầy chân boo cỡ giầy toms 37 35
train_003995,mình không hiểu sao các bạn mua sách khen quá trời. trong khi mình mua lên wed tải File nghe  không được. Cuốn sách quan trọng nhất phần nghe mà ko tải về nghe hay nghe trên MCPLATFORM load không được cũng như không. Các bạn nên cân nhắc khi mua. Mình tải ko đc có lên Fanpage inbox hỏi chị nhưng cũng ko hồi âm. Sách mình mua để trê kệ đc 1 tháng rồi. Không biết mấy ban mua học ntn mà thấy nhiều bạn cho GPA 5 sao lận.,1,mua sách khen trời mua wed tải file sách tải mcplatform load cân_nhắc mua tải fanpage inbox hồi_âm sách mua trê kệ 1 mấy ban mua học ntn gpa 5 lận
train_003996,So với đôi màu nâu thì chất lượng không bì được nhưng phom giày ổn đế ok da pu lót trong bằng vải không phải da. Nói chung giá này thì không thể đòi hỏi khắc khe được. Hy vọng shop buôn bán thêm loại tốt hơn như đôi cũ của mình chất lượng tốt giá cao tí không sao đâu ạ.,0,đôi màu nâu chất_lượng bì phom giày ổn đế o da pu lót vải da giá đòi_hỏi khắc khe hy_vọng cửa_hàng buôn_bán đôi cũ chất_lượng giá tí
train_003997,"Nồi lẩu đẹp,đóng gói kĩ,chưa sủ dụng nên chưa đánh giá được

",0,nồi lẩu đẹp đóng_gói kĩ sủ_dụng
train_003998,Chán giao diện không giống hình là sao ,1,chán giao_diện hình
train_003999,Sản phẩm tốt phí vận chuyển cao hơn bưu điện nhiều quá,0,sản_phẩm phí vận_chuyển bưu_điện
train_004000,Giao nhanh. Sản phẩm đóng gói cẩn thận.,0,giao sản_phẩm đóng_gói cẩn_thận
train_004001,Sản phẩm rất đẹp và chắc chắn giống trong ảnh. Rất đáng tiền. ,0,sản_phẩm đẹp ảnh tiền
train_004002,túi màu hồng mà gửi dây đeo màu xám,1,túi màu hồng gửi dây đeo màu xám
train_004003,Hàng đẹp như hình luôn.Sẽ còn quay lại,0,hàng đẹp hình
train_004004,Hàng đẹp miễn chê. Đóng gói cũng đẹp luôn. Lại còn đc tặng quà. 😍😍😍😍😍. Sẽ ủng hộ shop dài dài ,0,hàng đẹp miễn chê đóng_gói đẹp tặng quà positive positive positive positive positive ủng_hộ cửa_hàng dài_dài
train_004005, Chất lượng sản phẩm tuyệt vời. Đóng gói xấu ạ. Giày bị móp,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói xấu giày móp
train_004006,Giao hàng nhanh đồng hồ đẹp nhưng hơi dày. Đi mưa bị nước mưa vào. Giá tiền mua chính thức thì ok còn hơn 1 triệu thì không đáng,0,giao hàng đồng_hồ đẹp hơi dày đi mưa mưa giá tiền mua chính_thức o 1 triệu
train_004007,Giày đẹp dễ thương. Đóng gói sản phẩm rất đẹp và chắc chắn,0,giày đẹp dễ_thương đóng_gói sản_phẩm đẹp
train_004008,Vòng dây dài quá . Tay m cũng to mà vẫn thấy dài. Nhìn đẹp hơn hình. Đóng gói cẩn thận. Tiếc cậy lẫy để di chuyển cho nấc khoá ngắn lại thì sau đó chốt lại lỏng k đóng đk ,0,vòng dây to đẹp hình đóng_gói cẩn_thận tiếc cậy lẫy di_chuyển nấc khoá ngắn chốt lỏng đóng
train_004009, Chất lượng sản phẩm rất kém Shop phục vụ rất kémdm cái shop bán hàng như cái lồn hàng hư ko mua 2 cau hu cả 2 dm ae nào đừng có ngu mà mua ko mất tiền oan ,1,chất_lượng sản_phẩm kém cửa_hàng_phục_vụ kémdm cửa_hàng hàng lồn hàng hư_không mua 2 cau hu 2 dm ae đừng ngu mua tiền oan
train_004010,Cá mặn và chưa đc khô lắm,0,cá mặn khô lắm
train_004011,Tốt chức năng 🤗,0,chức_năng positive
train_004012,Hàng giả 😈  Chất lượng sản phẩm rất kém,1,hàng giả 😈 chất_lượng sản_phẩm kém
train_004013,Balo đẹp tuy nhiên k giống ảnh. Trong ảnh có 3 ngăn nhỏ đựng bình sữa. Thực tế chỉ có 2 ngăn. K bít 2 ngăn bé xíu ở giữa đựng đc thứ gì nữa,0,balo đẹp ảnh ảnh 3 ngăn đựng bình sữa 2 ngăn bít 2 ngăn bé xíu đựng
train_004014,Sp đẹp chắc chắn. Đóng gói cẩn thận. Giao hàng nhanh.,0,sản_phẩm đẹp đóng_gói cẩn_thận giao hàng
train_004015,Độ bền thì chưa biết nhưng nhìn sp hơi thất vọng. Vỏ hộp thì nhàu nát chân phải pikachu bị vỡ 1 ít màu vàng nhợt nhạt màu chữ MAGIC và màu mắt mũi của con thú không phải là màu của nhựa mà là màu phết trên nilong rồi dán vào. Nói chung nhìn con pikachu dại dại,1,độ bền sản_phẩm hơi thất_vọng vỏ hộp nhàu_nát chân pikachu vỡ 1 màu vàng nhợt_nhạt màu chữ magic màu mắt_mũi thú màu nhựa màu phết nilong dán pikachu dại dại
train_004016," Chất lượng sản phẩm rất kém
 Đóng gói sản phẩm rất kém 
Rất không đáng tiền 
Thời gian giao hàng rất chậm",1,chất_lượng sản_phẩm kém đóng_gói sản_phẩm kém tiền giao hàng chậm
train_004017,Chưa sử dụng nên chưa biết ntn,0,ntn
train_004018,Nhìn chung truyện có nội dung nhẹ nhàng nhưng khắc họa nhân vật còn chưa rõ nét. Có cảm giác diễn biến trong truyện không tự nhiên gò bó ép buộc nhân vật đi theo cốt truyện mà mất đi tính cách riêng. Nhiều câu văn trong truyện có phần khó hiểu tuy hay và vần điệu nhưng sáo rỗng. Tôi đã đọc Hoa linh lan từ vài năm trước đã mong đợi lần xuất bản này Gào có viết hay hơn chứ không phải một kết thúc nhiều hụt hẫng như vậy,1,truyện nội_dung nhẹ_nhàng khắc_hoạ nhân_vật nét cảm_giác diễn_biến truyện tự_nhiên gò_bó ép_buộc nhân_vật đi cốt_truyện đi câu văn truyện vần điệu sáo_rỗng đọc hoa linh lan mong_đợi xuất_bản gào viết kết_thúc hụt_hẫng
train_004019,Ong xem size 40 cua ong voi ngoai chợ co giong nhau ko. Mua ve di lao dong cung deo vua moi dien chu.,1,ong cỡ 40 cua ong voi ngoai chợ co giong mua ve_di_lao dong cung deo vua moi dien chu
train_004020,Rất đáng tiền...,0,tiền
train_004021, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Thái độ phục vụ tốt và các sản phẩm đều hữu ích ,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp thái_độ phục_vụ sản_phẩm hữu_ích
train_004022,"""quá đỉnh! để dành tiền mua 1 cái mới được! :)""",0,đỉnh để_dành tiền mua 1 positive
train_004023,"""thấy cũng đẹp..!!!""",0,đẹp
train_004024,Đặt size 90 thì giao 100. ,1,cỡ 90 giao 100
train_004025,Max đẹp....hơi nặng chút nhưng oke! 5 sao cho sp😉,0,max đẹp hơi chút oke 5 sản_phẩm positive
train_004026, Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền,0,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ cửa_hàng_phục_vụ cửa_hàng_phục_vụ đóng_gói sản_phẩm đẹp tiền tiền
train_004027,"  Chất lượng sản phẩm tuyệt vời 
Shop phục vụ rất tốt 
Thời gian giao hàng rất nhanh",0,chất_lượng sản_phẩm tuyệt_vời cửa_hàng_phục_vụ giao hàng
train_004028, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh ❤❤❤❤ SHOP Rất đáng tiền,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ tiền giao hàng positive positive positive positive cửa_hàng tiền
train_004029,máy dùng thích lắm ạ. 😘 Rất đáng tiền,0,máy lắm positive tiền
train_004030,Dat sl 5kg ma giao co 5bit .1bit co 300gr ma gia ko nhu thuong luong,1,dat sl 5 ma_giao co 5bit 1bit co 300gr ma_gia nhu thuong luong
train_004031,Mua 4 quạt thì 1 quạt mang về 1 hôm hỏng pin k sạc được. Chỉ cắm điện nới dùng đc,1,mua 4 quạt 1 quạt 1 hôm hỏng pin sạc cắm điện nới
train_004032,Giao hàng thì không kèm tất tặng . Buôn bán như kiểu treo đầu dê bán thịt chó vậy,1,giao hàng kèm tất tặng buôn_bán kiểu treo đầu dê thịt chó
train_004033, Thời gian giao hàng rất nhanh  Rất đáng tiền  Shop phục vụ rất tốt  Đóng gói sản phẩm rất đẹp và chắc chắn xài thử xem chất lượng kem ntn đã vẫn cho shop 5 sao về khâu đóng gói phục vụ nhiệt tình! ,0,giao hàng tiền cửa_hàng_phục_vụ đóng_gói sản_phẩm đẹp xài thử chất_lượng kem ntn cửa_hàng 5 khâu đóng_gói phục_vụ nhiệt_tình
train_004034, Đóng gói sản phẩm rất đẹp và chắc chắn. Chất lượng thì chưa dùng chưa biết thế nào. Hàng check được mã vạch.,0,đóng_gói sản_phẩm đẹp chất_lượng hàng chec mã_vạch
train_004035,Hàng đẹp mỗi tội giao toàn hình bé trai :) đc mỗi 2c bé gái,0,hàng đẹp tội giao toàn hình bé trai positive 2c bé gái
train_004036, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn đẹp xuất sắc hk chê vào đâu đc😍,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đẹp xuất_sắc h chê positive
train_004037,Như hình giao hàng nha..ms dùng đc 1 tuần..ổn áp lắm ạ..sau này ko biết bền hay ko nhưng vẫn cho full sao,0,hình giao hàng nha ms 1 tuần ổn_áp lắm bền full
train_004038,Xấu đeo đau hết tay,1,xấu đeo đau
train_004039, Chất lượng sản phẩm tuyệt vời  Hàng rất đẹp. Dùng rất thích. ,0,chất_lượng sản_phẩm tuyệt_vời hàng đẹp
train_004040, Chất lượng sản phẩm tuyệt vời không biết shop cho thêm cái giống cái muỗng để làm gì. Hjhj,0,chất_lượng sản_phẩm tuyệt_vời cửa_hàng muỗng positive
train_004041,Máy dùng tốt. Máy và màn hình đẹp nhưng pin không đủ đáp ứng nhu cầu của mình. Chơi Liên quân 15 phút hết khoảng 7% pin. ,0,máy máy màn_hình đẹp pin đáp_ứng nhu_cầu liên_quân 15 phút 7 pin
train_004042,Ghế rất đẹp chắc chắn quá chất lượng so với giá tiền 🤑🤑🤑 giao hàng hơi lâu chút.,0,ghế đẹp chất_lượng giá tiền positive positive positive giao hàng hơi chút
train_004043,"
 Đóng gói sản phẩm rất đẹp và chắc chắn
 Chất lượng sản phẩm tuyệt vời. Shop phục vụ rất tốt, Rất đáng tiền...
Mọi người nhớ ủng hộ Shop này nha ",0,đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời cửa_hàng_phục_vụ tiền ủng_hộ cửa_hàng nha
train_004044, Chất lượng sản phẩm tuyệt vời.đóng gói sp đẹp và chắc chắn.,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp
train_004045,Chất lượng sản phẩm rất kém Shop phục vụ rất kémCỰC KÌ VÔ TRÁCH NHIỆM VỚI SP KO CHỊU TEST THỬ KĨ. LÀM GÌ CÓ CÁI QUẠT NÀO MÀ SỐ 1 SỐ 3 LẠI CHẠY MỨC GIÓ Y NHƯ NHAU? KHÔNG BIẾT CÓ BẠN NÀO MUA BỊ TRƯỜNG HỢP NHƯ CỦA MÌNH KHÔNG? SHOP THÌ 1 MỰC ĐỔ LỖI CHO NXS NHƯNG CHÍNH TAY CÁC BẠN GIAO SP LỖI CHO KH,1,chất_lượng sản_phẩm kém cửa_hàng_phục_vụ kémcực kì vô trách_nhiệm sản_phẩm test thử kĩ quạt 1 3 chạy gió y_như mua trường_hợp cửa_hàng 1 mực đổ lỗi nxs giao sản_phẩm lỗi kh
train_004046,Shop đáng iu chất lượng sản phẩm khỏi bàn.....chuẩn ...! ,0,cửa_hàng yêu chất_lượng sản_phẩm bàn chuẩn
train_004047,Pin lởm.sạc đầy dùng bình thường chỉ gõ văn bản thôi mà chỉ đc hơn 1 tiếng.quá thất vọng. Chất lượng sản phẩm rất kém,1,pin lởm sạc bình_thường gõ văn_bản 1 tiếng thất_vọng chất_lượng sản_phẩm kém
train_004048,Ko giống trong hình  chỉ có 4 vạch  màu khác  khi ns lại ns y hình,1,hình 4 vạch màu ns ns y hình
train_004049,Ngũ cốc uống rất ngonthơm ngậy nhưng klo béoooo hii. Chị chủ dễ thương 😊 Chất lượng sản phẩm tuyệt vời,0,ngũ_cốc uống ngonthơm ngậy klo béoooo hii chủ dễ_thương positive chất_lượng sản_phẩm tuyệt_vời
train_004050," Shop phục vụ kém Không đáng tiềnshop giao sai dây ,nt thì shop nói lòng vòng
làm ăn k uy tín .mua 1 lần k có lần 2
Bực bội",1,cửa_hàng_phục_vụ kém tiền cửa_hàng giao sai dây nt cửa_hàng lòng_vòng làm_ăn_không uy_tín mua 1 2 bực_bội
train_004051,Sản phẩm có chất lượng đúng như giới thiệu. Mỗi tội không nhắn được cho shop để xin tài liệu 😂,0,sản_phẩm chất_lượng giới_thiệu tội nhắn cửa_hàng tài_liệu positive
train_004052," Dép mềm dẻo và êm chân, form nhỏ hơn size bth nên con mình mang dư gót ạ! Hộp kim chỉ ko có màu đen trắng nhưng có màu chỉ mình cần may quá :))

Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh",0,dép mềm_dẻo êm chân form cỡ bình_thường h dư gót hộp kim màu đen trắng màu may positive đóng_gói sản_phẩm đẹp tiền giao hàng
train_004053,K giống miêu tả thiếu phụ kiện trong hộp. quá tệ,1,miêu_tả thiếu_phụ_kiện hộp tệ
train_004054,Mẫu mã đẹp...,0,mẫu_mã đẹp
train_004055," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền
Máy màu hồng siu cute luôn thời gian giao hàng thì tạp được 
Nó chúng là cho shop 5 sao",0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền máy màu hồng s yêu dễ_thương giao hàng tạp cửa_hàng 5
train_004056,Chất son đepj màu cũng đẹp nốt giao hàng nhanh  Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Chất lượng sản phẩm tuyệt vời,0,chất son đep màu đẹp nốt giao hàng đóng_gói sản_phẩm đẹp tiền chất_lượng sản_phẩm tuyệt_vời
train_004057,máy nhanh nóng quá,1,máy nóng
train_004058,"Sơn như cái đồ trẻ trâu Quá xấu
Kém",1,sơn đồ trẻ trâu xấu kém
train_004059,Không bao h có lần thứ 2 vs shop này. Mọi ng tốt nhất đừng mua,1,bao h 2 cửa_hàng ng đừng mua
